FIPS,County,Population Estimate 2014
29065,"Dent County, Missouri",15577
29067,"Douglas County, Missouri",13546
29069,"Dunklin County, Missouri",31358
29071,"Franklin County, Missouri",102029
29073,"Gasconade County, Missouri",14870
29075,"Gentry County, Missouri",6798
29077,"Greene County, Missouri",285889
29079,"Grundy County, Missouri",10209
29081,"Harrison County, Missouri",8624
29083,"Henry County, Missouri",22060
29085,"Hickory County, Missouri",9218
29087,"Holt County, Missouri",4518
29089,"Howard County, Missouri",10136
29091,"Howell County, Missouri",40168
29093,"Iron County, Missouri",10230
29095,"Jackson County, Missouri",683001
29097,"Jasper County, Missouri",117533
29099,"Jefferson County, Missouri",222660
29101,"Johnson County, Missouri",54382
29103,"Knox County, Missouri",3992
29105,"Laclede County, Missouri",35493
29107,"Lafayette County, Missouri",32663
29109,"Lawrence County, Missouri",37997
29111,"Lewis County, Missouri",10116
29113,"Lincoln County, Missouri",54272
29115,"Linn County, Missouri",12323
29117,"Livingston County, Missouri",15073
29119,"McDonald County, Missouri",22796
29121,"Macon County, Missouri",15463
29123,"Madison County, Missouri",12346
29125,"Maries County, Missouri",8998
29127,"Marion County, Missouri",28870
29129,"Mercer County, Missouri",3709
29131,"Miller County, Missouri",25053
29133,"Mississippi County, Missouri",14205
29135,"Moniteau County, Missouri",15835
29137,"Monroe County, Missouri",8683
29139,"Montgomery County, Missouri",11820
29141,"Morgan County, Missouri",20194
29143,"New Madrid County, Missouri",18236
29145,"Newton County, Missouri",58592
29147,"Nodaway County, Missouri",23081
29149,"Oregon County, Missouri",10884
29151,"Osage County, Missouri",13675
29153,"Ozark County, Missouri",9465
29155,"Pemiscot County, Missouri",17587
29157,"Perry County, Missouri",19190
29159,"Pettis County, Missouri",42129
29161,"Phelps County, Missouri",44833
29163,"Pike County, Missouri",18475
29165,"Platte County, Missouri",94837
29167,"Polk County, Missouri",31025
29169,"Pulaski County, Missouri",53505
29171,"Putnam County, Missouri",4844
29173,"Ralls County, Missouri",10278
29175,"Randolph County, Missouri",25071
29177,"Ray County, Missouri",22943
29179,"Reynolds County, Missouri",6530
29181,"Ripley County, Missouri",13979
29183,"St. Charles County, Missouri",379894
29185,"St. Clair County, Missouri",9467
29186,"Ste. Genevieve County, Missouri",17960
29187,"St. Francois County, Missouri",65993
29189,"St. Louis County, Missouri",1001207
29195,"Saline County, Missouri",23279
29197,"Schuyler County, Missouri",4398
29199,"Scotland County, Missouri",4865
29201,"Scott County, Missouri",38878
29203,"Shannon County, Missouri",8286
29205,"Shelby County, Missouri",6126
29207,"Stoddard County, Missouri",29867
29209,"Stone County, Missouri",31084
29211,"Sullivan County, Missouri",6453
29213,"Taney County, Missouri",53961
29215,"Texas County, Missouri",25628
29217,"Vernon County, Missouri",20963
29219,"Warren County, Missouri",33273
29221,"Washington County, Missouri",25105
29223,"Wayne County, Missouri",13393
29225,"Webster County, Missouri",36906
29227,"Worth County, Missouri",2061
29229,"Wright County, Missouri",18298
29510,"St. Louis city, Missouri",316840
30001,"Beaverhead County, Montana",9294
30003,"Big Horn County, Montana",13347
30005,"Blaine County, Montana",6630
30007,"Broadwater County, Montana",5629
30009,"Carbon County, Montana",10417
30011,"Carter County, Montana",1170
30013,"Cascade County, Montana",82236
30015,"Chouteau County, Montana",5884
30017,"Custer County, Montana",12073
30019,"Daniels County, Montana",1808
30021,"Dawson County, Montana",9547
30023,"Deer Lodge County, Montana",9140
30025,"Fallon County, Montana",3109
30027,"Fergus County, Montana",11385
30029,"Flathead County, Montana",94728
30031,"Gallatin County, Montana",97322
30033,"Garfield County, Montana",1300
30035,"Glacier County, Montana",13698
30037,"Golden Valley County, Montana",853
30039,"Granite County, Montana",3213
30041,"Hill County, Montana",16558
30043,"Jefferson County, Montana",11572
30045,"Judith Basin County, Montana",1994
30047,"Lake County, Montana",29200
30049,"Lewis and Clark County, Montana",65961
30051,"Liberty County, Montana",2356
30053,"Lincoln County, Montana",19138
30055,"McCone County, Montana",1703
30057,"Madison County, Montana",7804
30059,"Meagher County, Montana",1857
30061,"Mineral County, Montana",4242
30063,"Missoula County, Montana",112595
30065,"Musselshell County, Montana",4602
30067,"Park County, Montana",15877
30069,"Petroleum County, Montana",487
30071,"Phillips County, Montana",4176
30073,"Pondera County, Montana",6181
30075,"Powder River County, Montana",1783
30077,"Powell County, Montana",6901
30079,"Prairie County, Montana",1139
30081,"Ravalli County, Montana",40905
30083,"Richland County, Montana",11560
30085,"Roosevelt County, Montana",11334
30087,"Rosebud County, Montana",9347
30089,"Sanders County, Montana",11319
30091,"Sheridan County, Montana",3683
30093,"Silver Bow County, Montana",34693
30095,"Stillwater County, Montana",9298
30097,"Sweet Grass County, Montana",3656
30099,"Teton County, Montana",6048
30101,"Toole County, Montana",5130
30103,"Treasure County, Montana",693
30105,"Valley County, Montana",7608
30107,"Wheatland County, Montana",2094
30109,"Wibaux County, Montana",1121
30111,"Yellowstone County, Montana",155469
31001,"Adams County, Nebraska",31433
31003,"Antelope County, Nebraska",6401
31005,"Arthur County, Nebraska",454
31007,"Banner County, Nebraska",751
31009,"Blaine County, Nebraska",505
31011,"Boone County, Nebraska",5335
31013,"Box Butte County, Nebraska",11310
31015,"Boyd County, Nebraska",2029
31017,"Brown County, Nebraska",2944
31019,"Buffalo County, Nebraska",48238
31021,"Burt County, Nebraska",6575
31023,"Butler County, Nebraska",8248
31025,"Cass County, Nebraska",25502
31027,"Cedar County, Nebraska",8603
31029,"Chase County, Nebraska",3990
31031,"Cherry County, Nebraska",5741
31033,"Cheyenne County, Nebraska",10116
31035,"Clay County, Nebraska",6308
31037,"Colfax County, Nebraska",10557
31039,"Cuming County, Nebraska",9021
31041,"Custer County, Nebraska",10735
31043,"Dakota County, Nebraska",20666
31045,"Dawes County, Nebraska",9092
31047,"Dawson County, Nebraska",23990
31049,"Deuel County, Nebraska",1935
31051,"Dixon County, Nebraska",5767
31053,"Dodge County, Nebraska",36714
31055,"Douglas County, Nebraska",543312
31057,"Dundy County, Nebraska",1884
31059,"Fillmore County, Nebraska",5638
31061,"Franklin County, Nebraska",3075
31063,"Frontier County, Nebraska",2710
31065,"Furnas County, Nebraska",4870
31067,"Gage County, Nebraska",21666
31069,"Garden County, Nebraska",1913
31071,"Garfield County, Nebraska",1987
31073,"Gosper County, Nebraska",1952
31075,"Grant County, Nebraska",617
31077,"Greeley County, Nebraska",2475
31079,"Hall County, Nebraska",61346
31081,"Hamilton County, Nebraska",9102
31083,"Harlan County, Nebraska",3479
31085,"Hayes County, Nebraska",928
31087,"Hitchcock County, Nebraska",2878
31089,"Holt County, Nebraska",10401
31091,"Hooker County, Nebraska",727
31093,"Howard County, Nebraska",6357
31095,"Jefferson County, Nebraska",7301
31097,"Johnson County, Nebraska",5174
31099,"Kearney County, Nebraska",6591
31101,"Keith County, Nebraska",8105
31103,"Keya Paha County, Nebraska",802
31105,"Kimball County, Nebraska",3709
31107,"Knox County, Nebraska",8496
31109,"Lancaster County, Nebraska",302097
31111,"Lincoln County, Nebraska",35694
31113,"Logan County, Nebraska",751
31115,"Loup County, Nebraska",584
31117,"McPherson County, Nebraska",500
31119,"Madison County, Nebraska",35185
31121,"Merrick County, Nebraska",7761
31123,"Morrill County, Nebraska",4845
31125,"Nance County, Nebraska",3558
31127,"Nemaha County, Nebraska",7145
31129,"Nuckolls County, Nebraska",4356
31131,"Otoe County, Nebraska",15870
31133,"Pawnee County, Nebraska",2685
31135,"Perkins County, Nebraska",2885
31137,"Phelps County, Nebraska",9196
31139,"Pierce County, Nebraska",7193
31141,"Platte County, Nebraska",32705
31143,"Polk County, Nebraska",5279
31145,"Red Willow County, Nebraska",10849
31147,"Richardson County, Nebraska",8159
31149,"Rock County, Nebraska",1413
31151,"Saline County, Nebraska",14337
31153,"Sarpy County, Nebraska",172293
31155,"Saunders County, Nebraska",20927
31157,"Scotts Bluff County, Nebraska",36480
31159,"Seward County, Nebraska",17101
31161,"Sheridan County, Nebraska",5263
31163,"Sherman County, Nebraska",3079
31165,"Sioux County, Nebraska",1310
31167,"Stanton County, Nebraska",6063
31169,"Thayer County, Nebraska",5223
31171,"Thomas County, Nebraska",688
31173,"Thurston County, Nebraska",6962
31175,"Valley County, Nebraska",4211
31177,"Washington County, Nebraska",20297
31179,"Wayne County, Nebraska",9397
31181,"Webster County, Nebraska",3668
31183,"Wheeler County, Nebraska",766
31185,"York County, Nebraska",13915
32001,"Churchill County, Nevada",24000
32003,"Clark County, Nevada",2064899
32005,"Douglas County, Nevada",47492
32007,"Elko County, Nevada",52648
32009,"Esmeralda County, Nevada",811
32011,"Eureka County, Nevada",1988
32013,"Humboldt County, Nevada",17209
32015,"Lander County, Nevada",5966
32017,"Lincoln County, Nevada",5122
32019,"Lyon County, Nevada",51613
32021,"Mineral County, Nevada",4482
32023,"Nye County, Nevada",42903
32027,"Pershing County, Nevada",6677
32029,"Storey County, Nevada",3898
32031,"Washoe County, Nevada",438943
32033,"White Pine County, Nevada",9977
32510,"Carson City, Nevada",54385
33001,"Belknap County, New Hampshire",60278
33003,"Carroll County, New Hampshire",47380
33005,"Cheshire County, New Hampshire",76288
33007,"Coos County, New Hampshire",32778
33009,"Grafton County, New Hampshire",89465
33011,"Hillsborough County, New Hampshire",405003
33013,"Merrimack County, New Hampshire",147714
33015,"Rockingham County, New Hampshire",300532
33017,"Strafford County, New Hampshire",126218
33019,"Sullivan County, New Hampshire",43087
34001,"Atlantic County, New Jersey",274715
34003,"Bergen County, New Jersey",931196
34005,"Burlington County, New Jersey",451054
34007,"Camden County, New Jersey",510670
34009,"Cape May County, New Jersey",95417
34011,"Cumberland County, New Jersey",156346
34013,"Essex County, New Jersey",793443
34015,"Gloucester County, New Jersey",291493
34017,"Hudson County, New Jersey",669604
34019,"Hunterdon County, New Jersey",125762
34021,"Mercer County, New Jersey",371688
34023,"Middlesex County, New Jersey",833724
34025,"Monmouth County, New Jersey",627771
34027,"Morris County, New Jersey",498376
34029,"Ocean County, New Jersey",585881
34031,"Passaic County, New Jersey",508185
34033,"Salem County, New Jersey",64522
34035,"Somerset County, New Jersey",332120
34037,"Sussex County, New Jersey",144841
34039,"Union County, New Jersey",551024
34041,"Warren County, New Jersey",107169
35001,"Bernalillo County, New Mexico",674829
35003,"Catron County, New Mexico",3538
35005,"Chaves County, New Mexico",65672
35006,"Cibola County, New Mexico",27303
35007,"Colfax County, New Mexico",12674
35009,"Curry County, New Mexico",50969
35011,"De Baca County, New Mexico",1823
35013,"Doña Ana County, New Mexico",213536
35015,"Eddy County, New Mexico",56591
35017,"Grant County, New Mexico",28988
35019,"Guadalupe County, New Mexico",4445
35021,"Harding County, New Mexico",680
35023,"Hidalgo County, New Mexico",4539
35025,"Lea County, New Mexico",69707
35027,"Lincoln County, New Mexico",19635
35028,"Los Alamos County, New Mexico",17668
35029,"Luna County, New Mexico",24540
35031,"McKinley County, New Mexico",74044
35033,"Mora County, New Mexico",4571
35035,"Otero County, New Mexico",64994
35037,"Quay County, New Mexico",8454
35039,"Rio Arriba County, New Mexico",39742
35041,"Roosevelt County, New Mexico",19599
35043,"Sandoval County, New Mexico",137540
35045,"San Juan County, New Mexico",124055
35047,"San Miguel County, New Mexico",28318
35049,"Santa Fe County, New Mexico",147329
35051,"Sierra County, New Mexico",11315
35053,"Socorro County, New Mexico",17320
35055,"Taos County, New Mexico",33046
35057,"Torrance County, New Mexico",15514
35059,"Union County, New Mexico",4271
35061,"Valencia County, New Mexico",75775
36001,"Albany County, New York",308295
36003,"Allegany County, New York",47765
36005,"Bronx County, New York",1437687
36007,"Broome County, New York",197669
36009,"Cattaraugus County, New York",78621
36011,"Cayuga County, New York",78857
36013,"Chautauqua County, New York",131980
36015,"Chemung County, New York",87506
36017,"Chenango County, New York",49432
36019,"Clinton County, New York",81682
36021,"Columbia County, New York",62013
36023,"Cortland County, New York",48875
36025,"Delaware County, New York",46600
36027,"Dutchess County, New York",295903
36029,"Erie County, New York",923702
36031,"Essex County, New York",38572
36033,"Franklin County, New York",51092
36035,"Fulton County, New York",54145
36037,"Genesee County, New York",58949
36039,"Greene County, New York",48015
36041,"Hamilton County, New York",4689
36043,"Herkimer County, New York",63602
36045,"Jefferson County, New York",118724
36047,"Kings County, New York",2612544
36049,"Lewis County, New York",27214
36051,"Livingston County, New York",64692
36053,"Madison County, New York",72306
36055,"Monroe County, New York",750089
36057,"Montgomery County, New York",49747
36059,"Nassau County, New York",1357799
36061,"New York County, New York",1634468
36063,"Niagara County, New York",213484
36065,"Oneida County, New York",233213
36067,"Onondaga County, New York",468742
36069,"Ontario County, New York",109684
36071,"Orange County, New York",375814
36073,"Orleans County, New York",41947
36075,"Oswego County, New York",120744
36077,"Otsego County, New York",60907
36079,"Putnam County, New York",99478
36081,"Queens County, New York",2314149
36083,"Rensselaer County, New York",160092
36085,"Richmond County, New York",473142
36087,"Rockland County, New York",322855
36089,"St. Lawrence County, New York",111800
36091,"Saratoga County, New York",224692
36093,"Schenectady County, New York",155006
36095,"Schoharie County, New York",31690
36097,"Schuyler County, New York",18301
36099,"Seneca County, New York",34904
36101,"Steuben County, New York",98253
36103,"Suffolk County, New York",1500008
36105,"Sullivan County, New York",75667
36107,"Tioga County, New York",49793
36109,"Tompkins County, New York",104498
36111,"Ulster County, New York",180680
36113,"Warren County, New York",64882
36115,"Washington County, New York",62442
36117,"Wayne County, New York",91829
36119,"Westchester County, New York",970255
36121,"Wyoming County, New York",41200
36123,"Yates County, New York",25130
37001,"Alamance County, North Carolina",156036
37003,"Alexander County, North Carolina",37360
37005,"Alleghany County, North Carolina",10863
37007,"Anson County, North Carolina",26066
37009,"Ashe County, North Carolina",27000
37011,"Avery County, North Carolina",17723
37013,"Beaufort County, North Carolina",47505
37015,"Bertie County, North Carolina",20440
37017,"Bladen County, North Carolina",34531
37019,"Brunswick County, North Carolina",118809
37021,"Buncombe County, North Carolina",249997
37023,"Burke County, North Carolina",88689
37025,"Cabarrus County, North Carolina",191796
37027,"Caldwell County, North Carolina",81494
37029,"Camden County, North Carolina",10272
37031,"Carteret County, North Carolina",68751
37033,"Caswell County, North Carolina",23036
37035,"Catawba County, North Carolina",155109
37037,"Chatham County, North Carolina",68492
37039,"Cherokee County, North Carolina",27056
37041,"Chowan County, North Carolina",14589
37043,"Clay County, North Carolina",10644
37045,"Cleveland County, North Carolina",97071
37047,"Columbus County, North Carolina",56906
37049,"Craven County, North Carolina",104343
37051,"Cumberland County, North Carolina",326369
37053,"Currituck County, North Carolina",24913
37055,"Dare County, North Carolina",35039
37057,"Davidson County, North Carolina",163958
37059,"Davie County, North Carolina",41332
37061,"Duplin County, North Carolina",59258
37063,"Durham County, North Carolina",295116
37065,"Edgecombe County, North Carolina",54921
37067,"Forsyth County, North Carolina",365059
37069,"Franklin County, North Carolina",62802
37071,"Gaston County, North Carolina",210921
37073,"Gates County, North Carolina",11562
37075,"Graham County, North Carolina",8648
37077,"Granville County, North Carolina",58329
37079,"Greene County, North Carolina",21236
37081,"Guilford County, North Carolina",512562
37083,"Halifax County, North Carolina",52971
37085,"Harnett County, North Carolina",126780
37087,"Haywood County, North Carolina",59376
37089,"Henderson County, North Carolina",110707
37091,"Hertford County, North Carolina",24368
37093,"Hoke County, North Carolina",51640
37095,"Hyde County, North Carolina",5662
37097,"Iredell County, North Carolina",166921
37099,"Jackson County, North Carolina",40985
37101,"Johnston County, North Carolina",181025
37103,"Jones County, North Carolina",10060
37105,"Lee County, North Carolina",59449
37107,"Lenoir County, North Carolina",58372
37109,"Lincoln County, North Carolina",79474
37111,"McDowell County, North Carolina",45029
37113,"Macon County, North Carolina",33838
37115,"Madison County, North Carolina",21178
37117,"Martin County, North Carolina",23455
37119,"Mecklenburg County, North Carolina",1010878
37121,"Mitchell County, North Carolina",15283
37123,"Montgomery County, North Carolina",27346
37125,"Moore County, North Carolina",93126
37127,"Nash County, North Carolina",94299
37129,"New Hanover County, North Carolina",216423
37131,"Northampton County, North Carolina",20584
37133,"Onslow County, North Carolina",185252
37135,"Orange County, North Carolina",139876
37137,"Pamlico County, North Carolina",12915
37139,"Pasquotank County, North Carolina",39690
37141,"Pender County, North Carolina",56144
37143,"Perquimans County, North Carolina",13468
37145,"Person County, North Carolina",39111
37147,"Pitt County, North Carolina",175105
37149,"Polk County, North Carolina",20317
37151,"Randolph County, North Carolina",142444
37153,"Richmond County, North Carolina",45687
37155,"Robeson County, North Carolina",134869
37157,"Rockingham County, North Carolina",91798
37159,"Rowan County, North Carolina",138558
37161,"Rutherford County, North Carolina",66587
37163,"Sampson County, North Carolina",63913
37165,"Scotland County, North Carolina",35743
37167,"Stanly County, North Carolina",60595
37169,"Stokes County, North Carolina",46429
37171,"Surry County, North Carolina",72798
37173,"Swain County, North Carolina",14282
37175,"Transylvania County, North Carolina",32979
37177,"Tyrrell County, North Carolina",4120
37179,"Union County, North Carolina",218168
37181,"Vance County, North Carolina",44378
37183,"Wake County, North Carolina",997897
37185,"Warren County, North Carolina",20318
37187,"Washington County, North Carolina",12531
37189,"Watauga County, North Carolina",52407
37191,"Wayne County, North Carolina",124583
37193,"Wilkes County, North Carolina",68827
37195,"Wilson County, North Carolina",81379
37197,"Yadkin County, North Carolina",37826
37199,"Yancey County, North Carolina",17573
38001,"Adams County, North Dakota",2367
38003,"Barnes County, North Dakota",11090
38005,"Benson County, North Dakota",6860
38007,"Billings County, North Dakota",898
38009,"Bottineau County, North Dakota",6656
38011,"Bowman County, North Dakota",3238
38013,"Burke County, North Dakota",2237
38015,"Burleigh County, North Dakota",90565
38017,"Cass County, North Dakota",167203
38019,"Cavalier County, North Dakota",3859
38021,"Dickey County, North Dakota",5137
38023,"Divide County, North Dakota",2428
38025,"Dunn County, North Dakota",4369
38027,"Eddy County, North Dakota",2364
38029,"Emmons County, North Dakota",3425
38031,"Foster County, North Dakota",3347
38033,"Golden Valley County, North Dakota",1829
38035,"Grand Forks County, North Dakota",70132
38037,"Grant County, North Dakota",2359
38039,"Griggs County, North Dakota",2311
38041,"Hettinger County, North Dakota",2654
38043,"Kidder County, North Dakota",2421
38045,"LaMoure County, North Dakota",4100
38047,"Logan County, North Dakota",1946
38049,"McHenry County, North Dakota",5958
38051,"McIntosh County, North Dakota",2764
38053,"McKenzie County, North Dakota",10960
38055,"McLean County, North Dakota",9565
38057,"Mercer County, North Dakota",8741
38059,"Morton County, North Dakota",29860
38061,"Mountrail County, North Dakota",9751
38063,"Nelson County, North Dakota",3055
38065,"Oliver County, North Dakota",1851
38067,"Pembina County, North Dakota",7118
38069,"Pierce County, North Dakota",4393
38071,"Ramsey County, North Dakota",11587
38073,"Ransom County, North Dakota",5452
38075,"Renville County, North Dakota",2578
38077,"Richland County, North Dakota",16381
38079,"Rolette County, North Dakota",14702
38081,"Sargent County, North Dakota",3920
38083,"Sheridan County, North Dakota",1318
38085,"Sioux County, North Dakota",4478
38087,"Slope County, North Dakota",766
38089,"Stark County, North Dakota",30524
38091,"Steele County, North Dakota",1955
38093,"Stutsman County, North Dakota",21190
38095,"Towner County, North Dakota",2305
38097,"Traill County, North Dakota",8065
38099,"Walsh County, North Dakota",10963
38101,"Ward County, North Dakota",69595
38103,"Wells County, North Dakota",4171
38105,"Williams County, North Dakota",32143
39001,"Adams County, Ohio",28135
39003,"Allen County, Ohio",104944
39005,"Ashland County, Ohio",53244
39007,"Ashtabula County, Ohio",99112
39009,"Athens County, Ohio",64592
39011,"Auglaize County, Ohio",45860
39013,"Belmont County, Ohio",69324
39015,"Brown County, Ohio",44081
39017,"Butler County, Ohio",373451
39019,"Carroll County, Ohio",28188
39021,"Champaign County, Ohio",39094
39023,"Clark County, Ohio",136412
39025,"Clermont County, Ohio",201295
39027,"Clinton County, Ohio",41819
39029,"Columbiana County, Ohio",105563
39031,"Coshocton County, Ohio",36568
39033,"Crawford County, Ohio",42441
39035,"Cuyahoga County, Ohio",1260226
39037,"Darke County, Ohio",52221
39039,"Defiance County, Ohio",38545
39041,"Delaware County, Ohio",189282
39043,"Erie County, Ohio",75876
39045,"Fairfield County, Ohio",150492
39047,"Fayette County, Ohio",28683
39049,"Franklin County, Ohio",1233388
39051,"Fulton County, Ohio",42560
39053,"Gallia County, Ohio",30345
39055,"Geauga County, Ohio",94123
39057,"Greene County, Ohio",164599
39059,"Guernsey County, Ohio",39594
39061,"Hamilton County, Ohio",806480
39063,"Hancock County, Ohio",75380
39065,"Hardin County, Ohio",31776
39067,"Harrison County, Ohio",15546
39069,"Henry County, Ohio",27887
39071,"Highland County, Ohio",43181
39073,"Hocking County, Ohio",28722
39075,"Holmes County, Ohio",43841
39077,"Huron County, Ohio",58639
39079,"Jackson County, Ohio",32794
39081,"Jefferson County, Ohio",67683
39083,"Knox County, Ohio",60970
39085,"Lake County, Ohio",229360
39087,"Lawrence County, Ohio",61568
39089,"Licking County, Ohio",169517
39091,"Logan County, Ohio",45532
39093,"Lorain County, Ohio",304280
39095,"Lucas County, Ohio",434629
39097,"Madison County, Ohio",43954
39099,"Mahoning County, Ohio",233231
39101,"Marion County, Ohio",65656
39103,"Medina County, Ohio",175873
39105,"Meigs County, Ohio",23329
39107,"Mercer County, Ohio",40945
39109,"Miami County, Ohio",103964
39111,"Monroe County, Ohio",14445
39113,"Montgomery County, Ohio",532183
39115,"Morgan County, Ohio",14786
39117,"Morrow County, Ohio",35089
39119,"Muskingum County, Ohio",85975
39121,"Noble County, Ohio",14375
39123,"Ottawa County, Ohio",41019
39125,"Paulding County, Ohio",19006
39127,"Perry County, Ohio",35886
39129,"Pickaway County, Ohio",56742
39131,"Pike County, Ohio",28268
39133,"Portage County, Ohio",162088
39135,"Preble County, Ohio",41579
39137,"Putnam County, Ohio",34204
39139,"Richland County, Ohio",121912
39141,"Ross County, Ohio",77111
39143,"Sandusky County, Ohio",59915
39145,"Scioto County, Ohio",77338
39147,"Seneca County, Ohio",55757
39149,"Shelby County, Ohio",48939
39151,"Stark County, Ohio",375563
39153,"Summit County, Ohio",542267
39155,"Trumbull County, Ohio",205240
39157,"Tuscarawas County, Ohio",92637
39159,"Union County, Ohio",53737
39161,"Van Wert County, Ohio",28440
39163,"Vinton County, Ohio",13186
39165,"Warren County, Ohio",221856
39167,"Washington County, Ohio",61198
39169,"Wayne County, Ohio",115796
39171,"Williams County, Ohio",37233
39173,"Wood County, Ohio",129509
39175,"Wyandot County, Ohio",22335
40001,"Adair County, Oklahoma",22171
40003,"Alfalfa County, Oklahoma",5777
40005,"Atoka County, Oklahoma",13846
40007,"Beaver County, Oklahoma",5479
40009,"Beckham County, Oklahoma",23661
40011,"Blaine County, Oklahoma",9854
40013,"Bryan County, Oklahoma",44459
40015,"Caddo County, Oklahoma",29407
40017,"Canadian County, Oklahoma",129437
40019,"Carter County, Oklahoma",48738
40021,"Cherokee County, Oklahoma",48294
40023,"Choctaw County, Oklahoma",15126
40025,"Cimarron County, Oklahoma",2271
40027,"Cleveland County, Oklahoma",270008
40029,"Coal County, Oklahoma",5778
40031,"Comanche County, Oklahoma",124962
40033,"Cotton County, Oklahoma",6109
40035,"Craig County, Oklahoma",14585
40037,"Creek County, Oklahoma",70724
40039,"Custer County, Oklahoma",29522
40041,"Delaware County, Oklahoma",41409
40043,"Dewey County, Oklahoma",4934
40045,"Ellis County, Oklahoma",4112
40047,"Garfield County, Oklahoma",62839
40049,"Garvin County, Oklahoma",27533
40051,"Grady County, Oklahoma",53848
40053,"Grant County, Oklahoma",4477
40055,"Greer County, Oklahoma",6137
40057,"Harmon County, Oklahoma",2804
40059,"Harper County, Oklahoma",3871
40061,"Haskell County, Oklahoma",12840
40063,"Hughes County, Oklahoma",13803
40065,"Jackson County, Oklahoma",25856
40067,"Jefferson County, Oklahoma",6257
40069,"Johnston County, Oklahoma",11092
40071,"Kay County, Oklahoma",45508
40073,"Kingfisher County, Oklahoma",15477
40075,"Kiowa County, Oklahoma",9278
40077,"Latimer County, Oklahoma",10649
40079,"Le Flore County, Oklahoma",49922
40081,"Lincoln County, Oklahoma",34563
40083,"Logan County, Oklahoma",45259
40085,"Love County, Oklahoma",9746
40087,"McClain County, Oklahoma",37280
40089,"McCurtain County, Oklahoma",33110
40091,"McIntosh County, Oklahoma",20097
40093,"Major County, Oklahoma",7739
40095,"Marshall County, Oklahoma",16090
40097,"Mayes County, Oklahoma",40851
40099,"Murray County, Oklahoma",13796
40101,"Muskogee County, Oklahoma",69879
40103,"Noble County, Oklahoma",11523
40105,"Nowata County, Oklahoma",10484
40107,"Okfuskee County, Oklahoma",12168
40109,"Oklahoma County, Oklahoma",766389
40111,"Okmulgee County, Oklahoma",39147
40113,"Osage County, Oklahoma",48049
40115,"Ottawa County, Oklahoma",32037
40117,"Pawnee County, Oklahoma",16350
40119,"Payne County, Oklahoma",80150
40121,"Pittsburg County, Oklahoma",44576
40123,"Pontotoc County, Oklahoma",38263
40125,"Pottawatomie County, Oklahoma",71807
40127,"Pushmataha County, Oklahoma",11108
40129,"Roger Mills County, Oklahoma",3753
40131,"Rogers County, Oklahoma",89829
40133,"Seminole County, Oklahoma",25381
40135,"Sequoyah County, Oklahoma",41378
40137,"Stephens County, Oklahoma",44553
40139,"Texas County, Oklahoma",21641
40141,"Tillman County, Oklahoma",7607
40143,"Tulsa County, Oklahoma",629978
40145,"Wagoner County, Oklahoma",75744
40147,"Washington County, Oklahoma",52017
40149,"Washita County, Oklahoma",11588
40151,"Woods County, Oklahoma",9262
40153,"Woodward County, Oklahoma",21453
41001,"Baker County, Oregon",16045
41003,"Benton County, Oregon",87112
41005,"Clackamas County, Oregon",394290
41007,"Clatsop County, Oregon",37428
41009,"Columbia County, Oregon",49452
41011,"Coos County, Oregon",62608
41013,"Crook County, Oregon",21036
41015,"Curry County, Oregon",22236
41017,"Deschutes County, Oregon",170193
41019,"Douglas County, Oregon",106978
41021,"Gilliam County, Oregon",1931
41023,"Grant County, Oregon",7185
41025,"Harney County, Oregon",7159
41027,"Hood River County, Oregon",22741
41029,"Jackson County, Oregon",210311
41031,"Jefferson County, Oregon",22232
41033,"Josephine County, Oregon",83604
41035,"Klamath County, Oregon",65475
41037,"Lake County, Oregon",7801
41039,"Lane County, Oregon",358442
41041,"Lincoln County, Oregon",46269
41043,"Linn County, Oregon",119188
41045,"Malheur County, Oregon",30356
41047,"Marion County, Oregon",324856
41049,"Morrow County, Oregon",11121
41051,"Multnomah County, Oregon",777154
41053,"Polk County, Oregon",78044
41055,"Sherman County, Oregon",1697
41057,"Tillamook County, Oregon",25339
41059,"Umatilla County, Oregon",76469
41061,"Union County, Oregon",25650
41063,"Wallowa County, Oregon",6803
41065,"Wasco County, Oregon",25490
41067,"Washington County, Oregon",562176
41069,"Wheeler County, Oregon",1365
41071,"Yamhill County, Oregon",102135
42001,"Adams County, Pennsylvania",101612
42003,"Allegheny County, Pennsylvania",1232666
42005,"Armstrong County, Pennsylvania",67660
42007,"Beaver County, Pennsylvania",169392
42009,"Bedford County, Pennsylvania",48925
42011,"Berks County, Pennsylvania",414021
42013,"Blair County, Pennsylvania",126019
42015,"Bradford County, Pennsylvania",61744
42017,"Bucks County, Pennsylvania",626169
42019,"Butler County, Pennsylvania",186141
42021,"Cambria County, Pennsylvania",137517
42023,"Cameron County, Pennsylvania",4785
42025,"Carbon County, Pennsylvania",64435
42027,"Centre County, Pennsylvania",159666
42029,"Chester County, Pennsylvania",512899
42031,"Clarion County, Pennsylvania",38847
42033,"Clearfield County, Pennsylvania",81205
42035,"Clinton County, Pennsylvania",39494
42037,"Columbia County, Pennsylvania",66922
42039,"Crawford County, Pennsylvania",87128
42041,"Cumberland County, Pennsylvania",243689
42043,"Dauphin County, Pennsylvania",271977
42045,"Delaware County, Pennsylvania",562582
42047,"Elk County, Pennsylvania",31139
42049,"Erie County, Pennsylvania",279251
42051,"Fayette County, Pennsylvania",134376
